"PROVIDER","NEW_PROV","STATUS17","SHORTNAME","PNAME","PCITY","PSTATE","PZIP","HSA","HSANAME","HRR","HRRNAME","FCOUNTY","FCNTYNAME","POSbeds","SYSNAME","AHAbeds","CATEGORY","TEACHSTATUS","HOSPTYPE","NCI_CENTER","EXCL_FLAG","ICU_FLAG"
"390323","390323","9.OK?","Advanced Surgical Hospital","ADVANCED SURGICAL HOSPITAL","WASHINGTON","PA","15301",39131,"PA- WASHINGTON",357,"PA- PITTSBURGH","42125","PA-Washington County",14,,14,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"390324","390324","9.OK?","Physician's Care Surgical Hospital","PHYSICIAN'S CARE SURGICAL HOSPITAL","ROYERSFORD","PA","19468",39097,"PA- PHOENIXVILLE",356,"PA- PHILADELPHIA","42091","PA-Montgomery County",12,,12,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"390325","390325","9.OK?","Oss Orthopaedic Hospital","OSS ORTHOPAEDIC HOSPITAL","YORK","PA","17402",39140,"PA- YORK",363,"PA- YORK","42133","PA-York County",30,,30,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"390326","390326","9.OK?","St Luke's Hospital -Anderson Campus","ST LUKE'S HOSPITAL - ANDERSON CAMPUS","EASTON","PA","18045",39037,"PA- EASTON",346,"PA- ALLENTOWN","42095","PA-Northampton County",64,"St. Luke's University Health Network",108,,,"4.Other acute care hosp",,"9.OK?",
"390327","390327","9.OK?","Wellspan Surgery And Rehab Hospital","WELLSPAN SURGERY AND REHABILITATION HOSPITAL","YORK","PA","17403",39140,"PA- YORK",363,"PA- YORK","42133","PA-York County",25,,,,,"4.Other acute care hosp",,"9.OK?",
"390328","390328","9.OK?","Upmc East","UPMC EAST","MONROEVILLE","PA","15146",39082,"PA- MONROEVILLE",357,"PA- PITTSBURGH","42003","PA-Allegheny County",120,"UPMC",155,,,"4.Other acute care hosp",,"9.OK?",
"390329","390329","9.OK?","Einstein Medical Center Montgomery","EINSTEIN MEDICAL CENTER MONTGOMERY","EAST NORRITON","PA","19403",39090,"PA- NORRISTOWN",356,"PA- PHILADELPHIA","42091","PA-Montgomery County",96,"Einstein Healthcare Network",171,,,"4.Other acute care hosp",,"9.OK?",
"390330","390330","9.OK?","St Luke's Hospital - Monroe Campus","ST LUKE'S HOSPITAL - MONROE CAMPUS","STROUDSBURG","PA","18360",39036,"PA- EAST STROUDSBURG",346,"PA- ALLENTOWN","42089","PA-Monroe County",60,,72,,,"4.Other acute care hosp",,"9.OK?",
"391300","391300","9.OK?","Jersey Shore Hospital","GEISINGER JERSEY SHORE HOSPITAL","JERSEY SHORE","PA","17740",39058,"PA- JERSEY SHORE",350,"PA- DANVILLE","42081","PA-Lycoming County",21,"Geisinger",25,,,"3.Critical Access Hosp",,"9.OK?",
"391301","391301","9.OK?","Muncy Valley Hospital","UPMC SUSQUEHANNA MUNCY","MUNCY","PA","17756",39085,"PA- MUNCY",350,"PA- DANVILLE","42081","PA-Lycoming County",20,"UPMC Susquehanna",18,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"391302","391302","9.OK?","Conemaugh Meyersdale Medical Center","CONEMAUGH MEYERSDALE MEDICAL CENTER","MEYERSDALE","PA","15552",39080,"PA- MEYERSDALE",354,"PA- JOHNSTOWN","42111","PA-Somerset County",20,"Duke LifePoint Healthcare",20,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"391303","391303","9.OK?","Fulton County Medical Center","FULTON COUNTY MEDICAL CENTER","MCCONNELLSBURG","PA","17233",39073,"PA- MCCONNELLSBURG",352,"PA- HARRISBURG","42057","PA-Fulton County",19,,21,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"391304","391304","9.OK?","Bucktail Medical Center","BUCKTAIL MEDICAL CENTER","RENOVO","PA","17764",39104,"PA- RENOVO",350,"PA- DANVILLE","42035","PA-Clinton County",21,,64,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"391305","391305","9.OK?","Troy Community Hospital","TROY COMMUNITY HOSPITAL","TROY","PA","16947",39108,"PA- SAYRE",359,"PA- SAYRE","42015","PA-Bradford County",25,"Guthrie Clinic",25,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"391306","391306","9.OK?","Endless Mountain Health Systems","ENDLESS MOUNTAINS HEALTH SYSTEMS","MONTROSE","PA","18801",39083,"PA- MONTROSE",296,"NY- BINGHAMTON","42115","PA-Susquehanna County",25,,25,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"391307","391307","9.OK?","Tyrone Hospital","TYRONE HOSPITAL","TYRONE","PA","16686",39125,"PA- TYRONE",347,"PA- ALTOONA","42013","PA-Blair County",20,,25,,,"3.Critical Access Hosp",,"9.OK?",
"391308","391308","9.OK?","Corry Memorial Hospital","LECOM HEALTH CORRY MEMORIAL HOSPITAL","CORRY","PA","16407",39029,"PA- CORRY",351,"PA- ERIE","42049","PA-Erie County",10,,25,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"391309","391309","9.OK?","Barnes-Kasson County Hospital","BARNES-KASSON COUNTY HOSPITAL","SUSQUEHANNA","PA","18847",39120,"PA- SUSQUEHANNA",360,"PA- SCRANTON","42115","PA-Susquehanna County",21,,83,,,"3.Critical Access Hosp",,"9.OK?",
"391312","391312","9.OK?","Penn Highlands Brookville","PENN HIGHLANDS BROOKVILLE","BROOKVILLE","PA","15825",39013,"PA- BROOKVILLE",357,"PA- PITTSBURGH","42065","PA-Jefferson County",25,,35,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"391313","391313","9.OK?","Cole Memorial","UPMC COLE","COUDERSPORT","PA","16915",39030,"PA- COUDERSPORT",351,"PA- ERIE","42105","PA-Potter County",5,,35,,,"3.Critical Access Hosp",,"9.OK?",
"391314","391314","9.OK?","Titusville Area Hospital","TITUSVILLE HOSPITAL","TITUSVILLE","PA","16354",39121,"PA- TITUSVILLE",351,"PA- ERIE","42039","PA-Crawford County",13,"Meadville Medical Center",25,,,"3.Critical Access Hosp",,"9.OK?",
"391315","391315","9.OK?","Penn Highlands Elk","PENN HIGHLANDS ELK","SAINT MARYS","PA","15857",39117,"PA- ST MARYS",351,"PA- ERIE","42047","PA-Elk County",25,,35,,,"3.Critical Access Hosp",,"9.OK?",
"391316","391316","9.OK?","Soldiers And Sailors Memorial Hosxx","UPMC SUSQUEHANNA SOLDIERS & SAILORS","WELLSBORO","PA","16901",39134,"PA- WELLSBORO",359,"PA- SAYRE","42117","PA-Tioga County",9,,,,,"3.Critical Access Hosp",,"9.OK?",
"392024","392024","1.NonAcute","Lifecare Hospitals Of Pittsburgh","LIFECARE HOSPITALS OF PITTSBURGH","PITTSBURGH","PA","15221",39098,"PA- PITTSBURGH",357,"PA- PITTSBURGH","42003","PA-Allegheny County",35,"LifeCare Management Services",196,,,"5.Longterm/non-acute",,"1.NonAcute","noICUdays"
"392025","392025","1.NonAcute","Special Care Hospital","PAM SPECIALTY HOSPITAL OF WILKES-BARRE","WILKES-BARRE","PA","18764",39137,"PA- WILKES-BARRE",362,"PA- WILKES-BARRE","42079","PA-Luzerne County",36,"Post Acute Medical, LLC",36,,,"5.Longterm/non-acute",,"1.NonAcute","noICUdays"
"392027","392027","1.NonAcute","Kindred Hospital-Philadelphia","KINDRED HOSPITAL PHILADELPHIA","LAWNCREST","PA","19111",39095,"PA- PHILADELPHIA",356,"PA- PHILADELPHIA","42101","PA-Philadelphia County",46,"Kindred Healthcare",52,,,"5.Longterm/non-acute",,"1.NonAcute",
"392028","392028","1.NonAcute","Kindred Hospital-Pittsburgh","CURAHEALTH PITTSBURGH","OAKDALE","PA","15071",39098,"PA- PITTSBURGH",357,"PA- PITTSBURGH","42003","PA-Allegheny County",63,"Curahealth Hospitals",31,,,"5.Longterm/non-acute",,"1.NonAcute",
"392031","392031","1.NonAcute","Select Specialty Hospital-Johnstown","SELECT SPECIALTY HOSPITAL - JOHNSTOWN","JOHNSTOWN","PA","15901",39059,"PA- JOHNSTOWN",354,"PA- JOHNSTOWN","42021","PA-Cambria County",39,"Select Medical Corporation",39,,,"5.Longterm/non-acute",,"1.NonAcute",
"392033","392033","1.NonAcute","Good Shepherd Specialty Hospital","GOOD SHEPHERD SPECIALTY HOSPITAL","BETHLEHEM","PA","18017",39008,"PA- BETHLEHEM",346,"PA- ALLENTOWN","42077","PA-Lehigh County",32,"Good Shepherd Rehabilitation Network",32,,,"5.Longterm/non-acute",,"1.NonAcute",
"392036","392036","1.NonAcute","Select Specialty Hospital-Laurel","SELECT SPECIALTY HOSPITAL LAUREL HIGHLANDS INC","LATROBE","PA","15650",39066,"PA- LATROBE",357,"PA- PITTSBURGH","42129","PA-Westmoreland County",40,"Select Medical Corporation",40,,,"5.Longterm/non-acute",,"1.NonAcute","noICUdays"
"392037","392037","1.NonAcute","Select Specialty Hospital-Erie","SELECT SPECIALTY HOSPITAL - ERIE","ERIE","PA","16501",39041,"PA- ERIE",351,"PA- ERIE","42049","PA-Erie County",50,"Select Medical Corporation",50,,,"5.Longterm/non-acute",,"1.NonAcute",
"392038","392038","1.NonAcute","Lifecare Hospitals Of Mechanicsburg","LIFECARE HOSPITALS OF MECHANICSBURG","MECHANICSBURG","PA","17055",39018,"PA- CAMP HILL",352,"PA- HARRISBURG","42041","PA-Cumberland County",68,"LifeCare Management Services",68,,,"5.Longterm/non-acute",,"1.NonAcute","noICUdays"
"392039","392039","1.NonAcute","Select Specialty Hosp -Central Pa","SELECT SPECIALTY HOSPITAL - CENTRAL PA HARRISBURG","HARRISBURG","PA","17101",39050,"PA- HARRISBURG",352,"PA- HARRISBURG","42041","PA-Cumberland County",31,"Select Medical Corporation",92,,,"5.Longterm/non-acute",,"1.NonAcute",
"392043","392043","1.NonAcute","Kindred Hospital-Heritage Valley","CURAHEALTH HERITAGE VALLEY","BEAVER","PA","15009",39006,"PA- BEAVER",357,"PA- PITTSBURGH","42007","PA-Beaver County",35,"Curahealth Hospitals",35,,,"5.Longterm/non-acute",,"1.NonAcute","noICUdays"
"392044","392044","1.NonAcute","Select Specialty Hospital-Pittsburg","SELECT SPECIALTY HOSPITAL - PITTSBURGH/UPMC","PITTSBURGH","PA","15213",39098,"PA- PITTSBURGH",357,"PA- PITTSBURGH","42003","PA-Allegheny County",32,"Select Medical Corporation",32,,,"5.Longterm/non-acute",,"1.NonAcute",
"392045","392045","1.NonAcute","Select Specialty Hosp -Mckeesport","SELECT SPECIALTY HOSPITAL - MCKEESPORT, INC","MC KEESPORT","PA","15132",39075,"PA- MCKEESPORT",357,"PA- PITTSBURGH","42003","PA-Allegheny County",30,"Select Medical Corporation",30,,,"5.Longterm/non-acute",,"1.NonAcute",
"392046","392046","1.NonAcute","Kindred Hospital South Philadelphia","KINDRED HOSPITAL SOUTH PHILADELPHIA","PHILADELPHIA","PA","19145",39095,"PA- PHILADELPHIA",356,"PA- PHILADELPHIA","42101","PA-Philadelphia County",58,"Kindred Healthcare",58,,,"5.Longterm/non-acute",,"1.NonAcute",
"392047","392047","1.NonAcute","Select Specialty Hospital-Danville","SELECT SPECIALTY HOSPITAL - DANVILLE","DANVILLE","PA","17822",39031,"PA- DANVILLE",350,"PA- DANVILLE","42093","PA-Montour County",30,"Select Medical Corporation",30,,,"5.Longterm/non-acute",,"1.NonAcute",
"392048","392048","1.NonAcute","Lifecare Hospitals Of Chester Cnty","LIFECARE HOSPITALS OF CHESTER COUNTY","WEST CHESTER","PA","19380",39135,"PA- WEST CHESTER",356,"PA- PHILADELPHIA","42029","PA-Chester County",39,"LifeCare Management Services",39,,,"5.Longterm/non-acute",,"1.NonAcute","noICUdays"
"392050","392050","1.NonAcute","Good Shepherd Penn Partners","GOOD SHEPHERD PENN PARTNERS","PHILADELPHIA","PA","19146",39095,"PA- PHILADELPHIA",356,"PA- PHILADELPHIA","42101","PA-Philadelphia County",38,,38,,,"5.Longterm/non-acute",,"1.NonAcute",
"410001","410001","9.OK?","Memorial Hosp Of Rhode Island","MEMORIAL HOSPITAL OF RHODE ISLAND","PAWTUCKET","RI","02860",41004,"RI- PAWTUCKET",364,"RI- PROVIDENCE","44007","RI-Providence County",276,,,,,"4.Other acute care hosp",,"9.OK?",
"410004","410004","9.OK?","Roger Williams Medical Center","ROGER WILLIAMS MEDICAL CENTER","PROVIDENCE","RI","02908",41005,"RI- PROVIDENCE",364,"RI- PROVIDENCE","44007","RI-Providence County",208,"Prospect Medical Holdings",86,,,"4.Other acute care hosp",,"9.OK?",
"410005","410005","9.OK?","St. Joseph Hlth Services Of Ri","OUR LADY OF FATIMA HOSPITAL","NORTH PROVIDENCE","RI","02904",41005,"RI- PROVIDENCE",364,"RI- PROVIDENCE","44007","RI-Providence County",217,"Prospect Medical Holdings",125,,,"4.Other acute care hosp",,"9.OK?",
"410006","410006","9.OK?","Newport Hospital","NEWPORT HOSPITAL","NEWPORT","RI","02840",41002,"RI- NEWPORT",364,"RI- PROVIDENCE","44005","RI-Newport County",102,"Lifespan Corporation",119,,,"4.Other acute care hosp",,"9.OK?",
"410007","410007","9.OK?","Rhode Island Hospital","RHODE ISLAND HOSPITAL","PROVIDENCE","RI","02903",41005,"RI- PROVIDENCE",364,"RI- PROVIDENCE","44007","RI-Providence County",634,"Lifespan Corporation",679,"Integrated","Major Teaching","1.Integrated AMC",,"9.OK?",
"410008","410008","9.OK?","South County Hospital","SOUTH COUNTY HOSPITAL INC","WAKEFIELD","RI","02879",41006,"RI- WAKEFIELD",364,"RI- PROVIDENCE","44009","RI-Washington County",100,,85,,,"4.Other acute care hosp",,"9.OK?",
"410009","410009","9.OK?","Kent County Memorial Hospital","KENT COUNTY MEMORIAL HOSPITAL","WARWICK","RI","02886",41007,"RI- WARWICK",364,"RI- PROVIDENCE","44003","RI-Kent County",339,"Care New England Health System",317,,,"4.Other acute care hosp",,"9.OK?",
"410010","410010","9.OK?","Women & Infants Hosp Of Ri","WOMEN & INFANTS HOSPITAL OF RHODE ISLAND","PROVIDENCE","RI","02905",41005,"RI- PROVIDENCE",364,"RI- PROVIDENCE","44007","RI-Providence County",167,"Care New England Health System",247,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"410011","410011","9.OK?","Landmark Medical Center","LANDMARK MEDICAL CENTER","WOONSOCKET","RI","02895",41009,"RI- WOONSOCKET",364,"RI- PROVIDENCE","44007","RI-Providence County",134,"Prime Healthcare Services",140,,,"4.Other acute care hosp",,"9.OK?",
"410012","410012","9.OK?","Miriam Hospital","THE MIRIAM HOSPITAL","PROVIDENCE","RI","02906",41005,"RI- PROVIDENCE",364,"RI- PROVIDENCE","44007","RI-Providence County",247,"Lifespan Corporation",247,"Integrated","Major Teaching","1.Integrated AMC",,"9.OK?",
"410013","410013","9.OK?","Westerly Hospital","WESTERLY HOSPITAL","WESTERLY","RI","02891",41008,"RI- WESTERLY",364,"RI- PROVIDENCE","44009","RI-Washington County",116,"Yale New Haven Health",41,,,"4.Other acute care hosp",,"9.OK?",
"412001","412001","1.NonAcute","Eleanor Slater Hospital","ELEANOR SLATER HOSPITAL","CRANSTON","RI","02921",41005,"RI- PROVIDENCE",364,"RI- PROVIDENCE","44007","RI-Providence County",495,,284,,,"5.Longterm/non-acute",,"1.NonAcute","noICUdays"
"420002","420002","9.OK?","Piedmont Medical Center","PIEDMONT MEDICAL CENTER","ROCK HILL","SC","29730",42043,"SC- ROCK HILL",311,"NC- CHARLOTTE","45091","SC-York County",268,"TENET Healthcare Corporation",276,,,"4.Other acute care hosp",,"9.OK?",
"420004","420004","9.OK?","Musc Medical Center","MUSC MEDICAL CENTER","CHARLESTON","SC","29425",42010,"SC- CHARLESTON",365,"SC- CHARLESTON","45019","SC-Charleston County",608,,779,"Integrated","Major Teaching","1.Integrated AMC","2.NCI-CC","9.OK?",
"420005","420005","9.OK?","Mcleod Med Ctr - Dillon","MCLEOD MEDICAL CENTER - DILLON","DILLON","SC","29536",42017,"SC- DILLON",367,"SC- FLORENCE","45033","SC-Dillon County",79,"McLeod Health",34,,,"4.Other acute care hosp",,"9.OK?",
"420007","420007","9.OK?","Spartanburg Medical Center","SPARTANBURG MEDICAL CENTER","SPARTANBURG","SC","29303",42046,"SC- SPARTANBURG",369,"SC- SPARTANBURG","45083","SC-Spartanburg County",540,"Spartanburg Regional Healthcare System",514,,,"4.Other acute care hosp",,"9.OK?",
"420009","420009","9.OK?","Oconee Memorial Hospital","GHS OCONEE MEMORIAL  HOSPITAL","SENECA","SC","29672",42044,"SC- SENECA",368,"SC- GREENVILLE","45073","SC-Oconee County",169,"Greenville Health System",132,,,"4.Other acute care hosp",,"9.OK?",
"420010","420010","9.OK?","Carolina Pines Regional Med Ctr","CAROLINA PINES REGIONAL MEDICAL CENTER","HARTSVILLE","SC","29550",42027,"SC- HARTSVILLE",366,"SC- COLUMBIA","45031","SC-Darlington County",116,"RCCH HealthCare Partners",105,,,"4.Other acute care hosp",,"9.OK?",
"420011","420011","9.OK?","Cannon Memorial Hospital","CANNON MEMORIAL HOSPITAL","PICKENS","SC","29671",42041,"SC- PICKENS",368,"SC- GREENVILLE","45077","SC-Pickens County",55,"AnMed Health",24,,,"4.Other acute care hosp",,"9.OK?",
"420015","420015","9.OK?","Baptist Easley Hospital","GHS BAPTIST EASLEY HOSPITAL","EASLEY","SC","29640",42018,"SC- EASLEY",368,"SC- GREENVILLE","45077","SC-Pickens County",109,,89,,,"4.Other acute care hosp",,"9.OK?",
"420018","420018","9.OK?","Palmetto Health Richland","PALMETTO HEALTH RICHLAND","COLUMBIA","SC","29203",42014,"SC- COLUMBIA",366,"SC- COLUMBIA","45079","SC-Richland County",611,"Palmetto Health",671,"Independent","Other Teaching","2.Other teaching hosp",,"9.OK?",
"420019","420019","9.OK?","Chester Regional Medical Center","CHESTER REGIONAL MEDICAL CENTER","CHESTER","SC","29706",42012,"SC- CHESTER",366,"SC- COLUMBIA","45023","SC-Chester County",82,"Community Health Systems, Inc.",36,,,"4.Other acute care hosp",,"9.OK?",
"420020","420020","9.OK?","Tidelands Georgetown Memorial Hosp","TIDELANDS HEALTH","GEORGETOWN","SC","29440",42023,"SC- GEORGETOWN",365,"SC- CHARLESTON","45043","SC-Georgetown County",131,"QHR",136,,,"4.Other acute care hosp",,"9.OK?",
"420023","420023","9.OK?","Bon Secours St. Francis-Greenville","ST FRANCIS-DOWNTOWN","GREENVILLE","SC","29601",42024,"SC- GREENVILLE",368,"SC- GREENVILLE","45045","SC-Greenville County",226,"Bon Secours Health System, Inc.",352,,,"4.Other acute care hosp",,"9.OK?",
"420026","420026","9.OK?","Providence Hospital","PROVIDENCE HEALTH","COLUMBIA","SC","29204",42014,"SC- COLUMBIA",366,"SC- COLUMBIA","45079","SC-Richland County",258,"LifePoint Health",247,,,"4.Other acute care hosp",,"9.OK?",
"420027","420027","9.OK?","Anmed Health Medical Center","ANMED HEALTH","ANDERSON","SC","29621",42003,"SC- ANDERSON",368,"SC- GREENVILLE","45007","SC-Anderson County",497,"AnMed Health",394,,,"4.Other acute care hosp",,"9.OK?",
"420030","420030","9.OK?","Colleton Medical Center","COLLETON MEDICAL CENTER","WALTERBORO","SC","29488",42050,"SC- WALTERBORO",365,"SC- CHARLESTON","45029","SC-Colleton County",102,"HCA Healthcare",131,,,"4.Other acute care hosp",,"9.OK?",
"420033","420033","9.OK?","Ghs Greer Memorial Hospital","GHS GREER MEMORIAL HOSPITAL","GREER","SC","29650",42026,"SC- GREER",368,"SC- GREENVILLE","45045","SC-Greenville County",82,"Greenville Health System",70,,,"4.Other acute care hosp",,"9.OK?",
"420036","420036","9.OK?","Springs Memorial Hospital","SPRINGS MEMORIAL HOSPITAL","LANCASTER","SC","29720",42031,"SC- LANCASTER",311,"NC- CHARLOTTE","45057","SC-Lancaster County",194,"Community Health Systems, Inc.",176,,,"4.Other acute care hosp",,"9.OK?",
"420037","420037","9.OK?","Ghs Hillcrest Memorial Hospital","GHS HILLCREST MEMORIAL HOSPITAL","SIMPSONVILLE","SC","29681",42024,"SC- GREENVILLE",368,"SC- GREENVILLE","45045","SC-Greenville County",43,"Greenville Health System",43,,,"4.Other acute care hosp",,"9.OK?",
"420038","420038","9.OK?","Ghs Laurens County Memorial","GHS  LAURENS COUNTY MEMORIAL HOSPITAL","CLINTON","SC","29325",42013,"SC- CLINTON",368,"SC- GREENVILLE","45059","SC-Laurens County",76,"Greenville Health System",57,,,"4.Other acute care hosp",,"9.OK?",
"420043","420043","9.OK?","Mary Black Health System Gaffney","MARY BLACK HEALTH SYSTEM GAFFNEY","GAFFNEY","SC","29340",42022,"SC- GAFFNEY",369,"SC- SPARTANBURG","45021","SC-Cherokee County",125,"Community Health Systems, Inc.",125,,,"4.Other acute care hosp",,"9.OK?",
"420048","420048","9.OK?","Kershawhealth","KERSHAWHEALTH","CAMDEN","SC","29020",42009,"SC- CAMDEN",366,"SC- COLUMBIA","45055","SC-Kershaw County",121,"RCCH HealthCare Partners",119,,,"4.Other acute care hosp",,"9.OK?",
"420049","420049","9.OK?","Conway Medical Center","CONWAY MEDICAL CENTER","CONWAY","SC","29526",42015,"SC- CONWAY",365,"SC- CHARLESTON","45051","SC-Horry County",210,,178,,,"4.Other acute care hosp",,"9.OK?",
"420051","420051","9.OK?","Mcleod Regional Med Ctr-Florence","MCLEOD REGIONAL MEDICAL CENTER-PEE DEE","FLORENCE","SC","29506",42021,"SC- FLORENCE",367,"SC- FLORENCE","45041","SC-Florence County",461,"McLeod Health",466,,,"4.Other acute care hosp",,"9.OK?",
"420053","420053","9.OK?","Newberry County Memorial Hosp","NEWBERRY COUNTY MEMORIAL HOSPITAL","NEWBERRY","SC","29108",42039,"SC- NEWBERRY",366,"SC- COLUMBIA","45071","SC-Newberry County",90,"QHR",54,,,"4.Other acute care hosp",,"9.OK?",
"420055","420055","9.OK?","Carolinas Hospital System Marion","CAROLINAS HOSPITAL SYSTEM MARION","MULLINS","SC","29574",42037,"SC- MULLINS",367,"SC- FLORENCE","45067","SC-Marion County",124,"Community Health Systems, Inc.",124,,,"4.Other acute care hosp",,"9.OK?",
"420057","420057","9.OK?","Mcleod Med Ctr - Darlington","MCLEOD MEDICAL CENTER - DARLINGTON","DARLINGTON","SC","29540",42021,"SC- FLORENCE",367,"SC- FLORENCE","45031","SC-Darlington County",49,"McLeod Health",40,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"420065","420065","9.OK?","Bon Secours St. Francis-Charleston","BON SECOURS-ST FRANCIS XAVIER HOSPITAL","CHARLESTON","SC","29414",42010,"SC- CHARLESTON",365,"SC- CHARLESTON","45019","SC-Charleston County",204,"Atrium Health",160,,,"4.Other acute care hosp",,"9.OK?",
"420066","420066","9.OK?","Lake City Community Hospital","LAKE CITY COMMUNITY HOSPITAL","LAKE CITY","SC","29560",42021,"SC- FLORENCE",367,"SC- FLORENCE","45041","SC-Florence County",48,,26,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"420067","420067","9.OK?","Beaufort Memorial Hospital","BEAUFORT COUNTY MEMORIAL HOSPITAL","BEAUFORT","SC","29902",42006,"SC- BEAUFORT",149,"GA- SAVANNAH","45013","SC-Beaufort County",169,,203,,,"4.Other acute care hosp",,"9.OK?",
"420068","420068","9.OK?","Regional Medical Center","TRMC OF ORANGEBURG & CALHOUN","ORANGEBURG","SC","29115",42040,"SC- ORANGEBURG",366,"SC- COLUMBIA","45075","SC-Orangeburg County",247,"QHR",283,,,"4.Other acute care hosp",,"9.OK?",
